datetime,event
2023-01-07 15:15:13,entrada
2023-01-07 15:28:25,entrada
2023-01-07 15:34:14,entrada
2023-01-07 15:02:22,entrada
2023-01-07 15:28:33,entrada
2023-01-07 15:32:40,entrada
2023-01-07 15:40:22,entrada
2023-01-07 15:06:02,entrada
2023-01-07 15:57:31,entrada
2023-01-07 15:30:17,entrada
2023-01-07 15:42:06,entrada
2023-01-07 16:44:23,entrada
2023-01-07 16:39:45,entrada
2023-01-07 16:55:32,entrada
2023-01-07 16:16:23,entrada
2023-01-07 16:36:56,entrada
2023-01-07 16:01:31,entrada
2023-01-07 16:56:59,entrada
2023-01-07 16:23:08,entrada
2023-01-07 16:03:16,entrada
2023-01-07 16:16:52,entrada
2023-01-07 16:49:47,entrada
2023-01-07 16:29:39,entrada
2023-01-07 16:57:10,entrada
2023-01-07 16:20:20,entrada
2023-01-07 16:17:54,entrada
2023-01-07 16:28:23,entrada
2023-01-07 16:09:44,entrada
2023-01-07 16:16:17,entrada
2023-01-07 16:41:47,entrada
2023-01-07 16:19:36,entrada
2023-01-07 16:44:17,entrada
2023-01-07 17:48:54,entrada
2023-01-07 17:25:34,entrada
2023-01-07 17:07:51,entrada
2023-01-07 17:35:52,entrada
2023-01-07 17:53:06,entrada
2023-01-07 17:45:45,entrada
2023-01-07 17:35:15,entrada
2023-01-07 17:23:53,entrada
2023-01-07 17:00:48,entrada
2023-01-07 17:24:09,entrada
2023-01-07 17:53:15,entrada
2023-01-07 17:15:57,entrada
2023-01-07 17:07:28,entrada
2023-01-07 17:38:27,entrada
2023-01-07 17:05:15,entrada
2023-01-07 17:19:15,entrada
2023-01-07 17:06:40,entrada
2023-01-07 17:13:42,entrada
2023-01-07 17:25:25,entrada
2023-01-07 17:13:06,entrada
2023-01-07 17:32:25,entrada
2023-01-07 17:56:44,entrada
2023-01-07 18:21:17,entrada
2023-01-07 18:11:51,entrada
2023-01-07 18:58:53,entrada
2023-01-07 18:29:52,entrada
2023-01-07 18:50:39,entrada
2023-01-07 18:06:31,entrada
2023-01-07 18:47:18,entrada
2023-01-07 18:05:19,entrada
2023-01-07 18:26:52,entrada
2023-01-07 18:42:36,entrada
2023-01-07 18:47:06,entrada
2023-01-07 18:58:04,entrada
2023-01-07 18:10:14,entrada
2023-01-07 18:02:57,entrada
2023-01-07 18:04:22,entrada
2023-01-07 18:52:36,entrada
2023-01-07 19:50:00,entrada
2023-01-07 19:11:38,entrada
2023-01-07 19:03:41,entrada
2023-01-07 19:12:33,entrada
2023-01-07 19:41:20,entrada
2023-01-07 19:21:56,entrada
2023-01-07 19:03:17,entrada
2023-01-07 19:04:18,entrada
2023-01-07 19:01:11,entrada
2023-01-07 19:16:09,entrada
2023-01-07 19:33:05,entrada
2023-01-07 19:07:50,entrada
2023-01-07 19:10:56,entrada
2023-01-07 19:11:08,entrada
2023-01-07 19:01:07,entrada
2023-01-07 19:57:10,entrada
2023-01-07 19:59:52,entrada
2023-01-07 19:35:09,entrada
2023-01-07 20:38:23,entrada
2023-01-07 20:32:58,entrada
2023-01-07 20:17:55,entrada
2023-01-07 20:27:56,entrada
2023-01-07 20:51:31,entrada
2023-01-07 20:11:47,entrada
2023-01-07 20:41:26,entrada
2023-01-07 20:09:45,entrada
2023-01-07 20:56:51,entrada
2023-01-07 20:41:31,entrada
2023-01-07 20:41:25,entrada
2023-01-07 20:24:10,entrada
2023-01-07 20:22:33,entrada
2023-01-07 20:56:51,entrada
2023-01-07 20:39:22,entrada
2023-01-07 20:28:30,entrada
2023-01-07 20:06:39,entrada
2023-01-07 20:32:20,entrada
2023-01-07 20:01:17,entrada
2023-01-07 20:46:32,entrada
2023-01-07 20:36:33,entrada
2023-01-07 20:19:34,entrada
2023-01-07 20:50:49,entrada
2023-01-07 20:53:17,entrada
2023-01-07 20:45:23,entrada
2023-01-07 21:36:21,entrada
2023-01-07 21:11:01,entrada
2023-01-07 21:36:06,entrada
2023-01-07 21:25:25,entrada
2023-01-07 21:23:11,entrada
2023-01-07 21:15:22,entrada
2023-01-07 21:39:59,entrada
2023-01-07 21:08:31,entrada
2023-01-07 21:14:36,entrada
2023-01-07 21:12:04,entrada
2023-01-07 21:10:09,entrada
2023-01-07 21:51:12,entrada
2023-01-07 21:40:52,entrada
2023-01-07 21:45:49,entrada
2023-01-07 21:14:41,entrada
2023-01-07 21:55:06,entrada
2023-01-07 21:39:27,entrada
2023-01-07 21:31:34,entrada
2023-01-07 21:14:47,entrada
2023-01-07 21:35:20,entrada
2023-01-07 21:05:00,entrada
2023-01-07 21:03:10,entrada
2023-01-07 21:43:25,entrada
2023-01-07 21:36:22,entrada
2023-01-07 21:28:20,entrada
2023-01-07 21:47:44,entrada
2023-01-07 21:44:48,entrada
2023-01-07 21:26:38,entrada
2023-01-07 21:39:12,entrada
2023-01-08 10:08:52,entrada
2023-01-08 10:17:42,entrada
2023-01-08 10:34:56,entrada
2023-01-08 10:54:33,entrada
2023-01-08 10:40:13,entrada
2023-01-08 10:03:28,entrada
2023-01-08 10:40:44,entrada
2023-01-08 10:49:14,entrada
2023-01-08 10:27:41,entrada
2023-01-08 10:15:11,entrada
2023-01-08 10:51:04,entrada
2023-01-08 10:33:41,entrada
2023-01-08 10:00:38,entrada
2023-01-08 10:31:25,entrada
2023-01-08 10:16:47,entrada
2023-01-08 10:58:26,entrada
2023-01-08 10:23:34,entrada
2023-01-08 10:45:41,entrada
2023-01-08 10:53:38,entrada
2023-01-08 10:25:48,entrada
2023-01-08 10:37:22,entrada
2023-01-08 11:14:22,entrada
2023-01-08 11:27:15,entrada
2023-01-08 11:36:20,entrada
2023-01-08 11:14:16,entrada
2023-01-08 11:49:36,entrada
2023-01-08 11:12:18,entrada
2023-01-08 11:29:44,entrada
2023-01-08 11:17:13,entrada
2023-01-08 11:35:35,entrada
2023-01-08 11:19:51,entrada
2023-01-08 11:18:44,entrada
2023-01-08 11:43:06,entrada
2023-01-08 11:56:43,entrada
2023-01-08 11:52:03,entrada
2023-01-08 11:58:33,entrada
2023-01-08 11:01:04,entrada
2023-01-08 11:54:09,entrada
2023-01-08 11:31:41,entrada
2023-01-08 11:40:12,entrada
2023-01-08 11:38:04,entrada
2023-01-08 11:57:09,entrada
2023-01-08 11:09:37,entrada
2023-01-08 11:26:59,entrada
2023-01-08 11:50:20,entrada
2023-01-08 11:07:00,entrada
2023-01-08 11:27:48,entrada
2023-01-08 11:38:13,entrada
2023-01-08 11:20:29,entrada
2023-01-08 11:20:48,entrada
2023-01-08 11:08:16,entrada
2023-01-08 12:08:16,entrada
2023-01-08 12:01:18,entrada
2023-01-08 12:18:55,entrada
2023-01-08 12:06:53,entrada
2023-01-08 12:41:41,entrada
2023-01-08 12:58:19,entrada
2023-01-08 12:08:16,entrada
2023-01-08 12:26:46,entrada
2023-01-08 12:01:35,entrada
2023-01-08 12:18:16,entrada
2023-01-08 12:04:38,entrada
2023-01-08 12:17:52,entrada
2023-01-08 12:53:58,entrada
2023-01-08 12:06:16,entrada
2023-01-08 12:38:35,entrada
2023-01-08 12:39:44,entrada
2023-01-08 12:03:37,entrada
2023-01-08 12:24:04,entrada
2023-01-08 12:29:11,entrada
2023-01-08 12:03:23,entrada
2023-01-08 12:28:08,entrada
2023-01-08 13:28:17,entrada
2023-01-08 13:43:07,entrada
2023-01-08 13:53:30,entrada
2023-01-08 13:33:06,entrada
2023-01-08 13:35:17,entrada
2023-01-08 13:59:37,entrada
2023-01-08 13:58:08,entrada
2023-01-08 13:58:08,entrada
2023-01-08 13:45:07,entrada
2023-01-08 13:50:34,entrada
2023-01-08 13:17:04,entrada
2023-01-08 13:13:27,entrada
2023-01-08 13:29:03,entrada
2023-01-08 13:38:19,entrada
2023-01-08 13:24:27,entrada
2023-01-08 13:11:01,entrada
2023-01-08 13:42:13,entrada
2023-01-08 13:21:30,entrada
2023-01-08 13:22:47,entrada
2023-01-08 13:19:37,entrada
2023-01-08 13:54:03,entrada
2023-01-08 13:14:23,entrada
2023-01-08 13:24:00,entrada
2023-01-08 13:06:56,entrada
2023-01-08 13:30:11,entrada
2023-01-08 13:41:04,entrada
2023-01-08 13:43:49,entrada
2023-01-08 13:41:37,entrada
2023-01-08 13:59:11,entrada
2023-01-08 13:38:17,entrada
2023-01-08 13:01:09,entrada
2023-01-08 14:03:45,entrada
2023-01-08 14:13:12,entrada
2023-01-08 14:26:05,entrada
2023-01-08 14:16:35,entrada
2023-01-08 14:39:48,entrada
2023-01-08 14:34:16,entrada
2023-01-08 14:40:01,entrada
2023-01-08 14:56:12,entrada
2023-01-08 14:51:01,entrada
2023-01-08 14:51:27,entrada
2023-01-08 14:42:58,entrada
2023-01-08 14:25:21,entrada
2023-01-08 14:46:42,entrada
2023-01-08 14:54:02,entrada
2023-01-08 14:34:59,entrada
2023-01-08 14:57:11,entrada
2023-01-08 14:23:04,entrada
2023-01-08 14:19:38,entrada
2023-01-08 14:38:12,entrada
2023-01-08 14:40:56,entrada
2023-01-08 14:52:44,entrada
2023-01-08 14:11:12,entrada
2023-01-08 14:55:09,entrada
2023-01-08 14:32:56,entrada
2023-01-08 14:39:53,entrada
2023-01-08 15:04:38,entrada
2023-01-08 15:17:37,entrada
2023-01-08 15:53:52,entrada
2023-01-08 15:36:29,entrada
2023-01-08 15:50:30,entrada
2023-01-08 15:09:14,entrada
2023-01-08 15:41:58,entrada
2023-01-08 15:47:43,entrada
2023-01-08 15:17:22,entrada
2023-01-08 15:32:15,entrada
2023-01-08 15:53:37,entrada
2023-01-08 15:34:33,entrada
2023-01-08 15:27:01,entrada
2023-01-08 15:29:12,entrada
2023-01-08 15:40:15,entrada
2023-01-08 15:58:04,entrada
2023-01-08 15:54:27,entrada
2023-01-08 15:52:38,entrada
2023-01-08 15:44:19,entrada
2023-01-08 15:23:26,entrada
2023-01-08 15:29:57,entrada
2023-01-08 16:43:09,entrada
2023-01-08 16:04:08,entrada
2023-01-08 16:01:33,entrada
2023-01-08 16:59:37,entrada
2023-01-08 16:30:09,entrada
2023-01-08 16:49:11,entrada
2023-01-08 16:35:53,entrada
2023-01-08 16:20:48,entrada
2023-01-08 16:46:05,entrada
2023-01-08 16:47:48,entrada
2023-01-08 16:02:09,entrada
2023-01-08 16:04:45,entrada
2023-01-08 16:25:20,entrada
2023-01-08 16:44:25,entrada
2023-01-08 16:37:43,entrada
2023-01-08 16:25:07,entrada
2023-01-08 16:04:14,entrada
2023-01-08 16:58:15,entrada
2023-01-08 16:00:15,entrada
2023-01-08 16:36:02,entrada
2023-01-08 16:51:46,entrada
2023-01-08 16:30:12,entrada
2023-01-08 16:55:15,entrada
2023-01-08 17:27:47,entrada
2023-01-08 17:37:30,entrada
2023-01-08 17:13:52,entrada
2023-01-08 17:32:56,entrada
2023-01-08 17:08:56,entrada
2023-01-08 17:26:23,entrada
2023-01-08 17:12:25,entrada
2023-01-08 17:28:50,entrada
2023-01-08 17:48:42,entrada
2023-01-08 17:27:27,entrada
2023-01-08 17:07:22,entrada
2023-01-08 17:28:04,entrada
2023-01-08 17:41:06,entrada
2023-01-08 17:41:35,entrada
2023-01-08 17:40:26,entrada
2023-01-08 17:57:45,entrada
2023-01-08 17:01:24,entrada
2023-01-08 17:08:52,entrada
2023-01-08 17:26:00,entrada
2023-01-08 17:22:09,entrada
2023-01-08 17:41:51,entrada
2023-01-08 17:24:53,entrada
2023-01-08 17:02:05,entrada
2023-01-08 17:57:05,entrada
2023-01-08 17:52:01,entrada
2023-01-08 17:57:57,entrada
2023-01-08 17:17:22,entrada
2023-01-08 17:01:11,entrada
2023-01-08 17:21:36,entrada
2023-01-08 17:19:38,entrada
2023-01-08 17:23:47,entrada
2023-01-08 18:52:35,entrada
2023-01-08 18:31:27,entrada
2023-01-08 18:12:00,entrada
2023-01-08 18:59:55,entrada
2023-01-08 18:34:47,entrada
2023-01-08 18:29:53,entrada
2023-01-08 18:35:56,entrada
2023-01-08 18:54:24,entrada
2023-01-08 18:15:57,entrada
2023-01-08 18:18:00,entrada
2023-01-08 18:04:50,entrada
2023-01-08 18:21:23,entrada
2023-01-08 18:42:44,entrada
2023-01-08 18:51:36,entrada
2023-01-08 18:52:35,entrada
2023-01-08 18:35:03,entrada
2023-01-08 18:35:51,entrada
2023-01-08 18:52:17,entrada
2023-01-08 18:49:15,entrada
2023-01-08 18:40:17,entrada
2023-01-08 19:04:16,entrada
2023-01-08 19:57:41,entrada
2023-01-08 19:31:09,entrada
2023-01-08 19:42:16,entrada
2023-01-08 19:04:44,entrada
2023-01-08 19:41:08,entrada
2023-01-08 19:48:32,entrada
2023-01-08 19:35:35,entrada
2023-01-08 19:17:08,entrada
2023-01-08 19:56:28,entrada
2023-01-08 19:49:13,entrada
2023-01-08 19:24:14,entrada
2023-01-08 19:05:55,entrada
2023-01-08 19:41:28,entrada
2023-01-08 19:14:28,entrada
2023-01-08 19:03:17,entrada
2023-01-08 19:49:56,entrada
2023-01-08 19:48:43,entrada
2023-01-08 19:38:15,entrada
2023-01-08 19:10:13,entrada
2023-01-08 20:53:40,entrada
2023-01-08 20:43:30,entrada
2023-01-08 20:43:46,entrada
2023-01-08 20:01:31,entrada
2023-01-08 20:17:12,entrada
2023-01-08 20:45:04,entrada
2023-01-08 20:57:41,entrada
2023-01-08 20:43:09,entrada
2023-01-08 20:55:42,entrada
2023-01-08 20:24:33,entrada
2023-01-08 20:36:29,entrada
2023-01-08 20:06:05,entrada
2023-01-08 20:53:54,entrada
2023-01-08 20:02:12,entrada
2023-01-08 20:02:25,entrada
2023-01-08 20:56:23,entrada
2023-01-08 20:52:05,entrada
2023-01-08 20:42:59,entrada
2023-01-08 20:57:48,entrada
2023-01-08 20:41:11,entrada
2023-01-08 20:48:35,entrada
2023-01-08 20:01:10,entrada
2023-01-08 20:38:33,entrada
2023-01-08 20:25:17,entrada
2023-01-08 20:20:35,entrada
2023-01-08 20:39:51,entrada
2023-01-08 20:45:43,entrada
2023-01-08 20:21:52,entrada
2023-01-08 20:58:29,entrada
2023-01-08 20:49:42,entrada
2023-01-08 21:05:45,entrada
2023-01-08 21:49:37,entrada
2023-01-08 21:41:23,entrada
2023-01-08 21:17:26,entrada
2023-01-08 21:40:07,entrada
2023-01-08 21:27:09,entrada
2023-01-08 21:16:54,entrada
2023-01-08 21:28:57,entrada
2023-01-08 21:05:13,entrada
2023-01-08 21:21:53,entrada
2023-01-08 21:05:25,entrada
2023-01-08 21:38:11,entrada
2023-01-08 21:34:13,entrada
2023-01-08 21:21:50,entrada
2023-01-08 21:22:47,entrada
2023-01-08 21:06:39,entrada
2023-01-08 21:49:24,entrada
2023-01-08 21:12:20,entrada
2023-01-09 10:36:44,entrada
2023-01-09 10:15:47,entrada
2023-01-09 10:23:34,entrada
2023-01-09 10:21:35,entrada
2023-01-09 10:10:54,entrada
2023-01-09 10:57:45,entrada
2023-01-09 10:28:34,entrada
2023-01-09 10:47:53,entrada
2023-01-09 10:14:59,entrada
2023-01-09 10:30:41,entrada
2023-01-09 10:40:42,entrada
2023-01-09 10:15:09,entrada
2023-01-09 10:48:31,entrada
2023-01-09 10:50:01,entrada
2023-01-09 10:23:22,entrada
2023-01-09 10:01:37,entrada
2023-01-09 10:30:50,entrada
2023-01-09 11:22:29,entrada
2023-01-09 11:04:08,entrada
2023-01-09 11:20:10,entrada
2023-01-09 11:04:34,entrada
2023-01-09 11:26:48,entrada
2023-01-09 11:01:23,entrada
2023-01-09 11:30:32,entrada
2023-01-09 11:38:29,entrada
2023-01-09 11:45:36,entrada
2023-01-09 11:50:27,entrada
2023-01-09 11:59:30,entrada
2023-01-09 11:10:22,entrada
2023-01-09 11:56:01,entrada
2023-01-09 11:39:40,entrada
2023-01-09 11:26:34,entrada
2023-01-09 11:01:38,entrada
2023-01-09 11:36:20,entrada
2023-01-09 11:57:04,entrada
2023-01-09 11:51:44,entrada
2023-01-09 11:20:28,entrada
2023-01-09 12:49:51,entrada
2023-01-09 12:11:12,entrada
2023-01-09 12:44:41,entrada
2023-01-09 12:38:24,entrada
2023-01-09 12:45:31,entrada
2023-01-09 12:23:47,entrada
2023-01-09 12:46:43,entrada
2023-01-09 12:08:39,entrada
2023-01-09 12:49:22,entrada
2023-01-09 12:49:12,entrada
2023-01-09 12:59:58,entrada
2023-01-09 12:31:49,entrada
2023-01-09 12:14:35,entrada
2023-01-09 12:48:04,entrada
2023-01-09 12:21:15,entrada
2023-01-09 12:40:09,entrada
2023-01-09 12:23:17,entrada
2023-01-09 12:48:17,entrada
2023-01-09 12:06:03,entrada
2023-01-09 12:25:04,entrada
2023-01-09 12:59:54,entrada
2023-01-09 12:15:34,entrada
2023-01-09 12:25:17,entrada
2023-01-09 12:28:22,entrada
2023-01-09 12:52:13,entrada
2023-01-09 12:14:48,entrada
2023-01-09 13:34:48,entrada
2023-01-09 13:20:49,entrada
2023-01-09 13:42:35,entrada
2023-01-09 13:47:16,entrada
2023-01-09 13:31:40,entrada
2023-01-09 13:05:23,entrada
2023-01-09 13:26:19,entrada
2023-01-09 13:24:01,entrada
2023-01-09 13:08:27,entrada
2023-01-09 13:52:37,entrada
2023-01-09 13:02:19,entrada
2023-01-09 13:05:38,entrada
2023-01-09 13:32:54,entrada
2023-01-09 13:00:36,entrada
2023-01-09 13:05:44,entrada
2023-01-09 13:33:46,entrada
2023-01-09 13:14:44,entrada
2023-01-09 13:25:56,entrada
2023-01-09 13:13:57,entrada
2023-01-09 13:53:06,entrada
2023-01-09 13:45:57,entrada
2023-01-09 13:30:23,entrada
2023-01-09 14:25:43,entrada
2023-01-09 14:01:19,entrada
2023-01-09 14:14:51,entrada
2023-01-09 14:03:21,entrada
2023-01-09 14:49:37,entrada
2023-01-09 14:22:58,entrada
2023-01-09 14:25:50,entrada
2023-01-09 14:10:27,entrada
2023-01-09 14:55:01,entrada
2023-01-09 14:58:07,entrada
2023-01-09 14:28:10,entrada
2023-01-09 14:36:17,entrada
2023-01-09 14:54:49,entrada
2023-01-09 14:13:53,entrada
2023-01-09 14:09:34,entrada
2023-01-09 14:08:34,entrada
2023-01-09 14:10:43,entrada
2023-01-09 14:11:02,entrada
2023-01-09 14:52:38,entrada
2023-01-09 14:13:55,entrada
2023-01-09 14:27:10,entrada
2023-01-09 14:38:24,entrada
2023-01-09 14:20:09,entrada
2023-01-09 14:42:14,entrada
2023-01-09 14:18:47,entrada
2023-01-09 14:21:20,entrada
2023-01-09 14:59:51,entrada
2023-01-09 14:43:31,entrada
2023-01-09 14:49:22,entrada
2023-01-09 15:20:33,entrada
2023-01-09 15:10:21,entrada
2023-01-09 15:41:34,entrada
2023-01-09 15:51:28,entrada
2023-01-09 15:41:27,entrada
2023-01-09 15:58:17,entrada
2023-01-09 15:13:17,entrada
2023-01-09 15:27:23,entrada
2023-01-09 15:07:41,entrada
2023-01-09 15:53:44,entrada
2023-01-09 15:52:07,entrada
2023-01-09 15:03:26,entrada
2023-01-09 15:35:04,entrada
2023-01-09 15:32:48,entrada
2023-01-09 15:33:29,entrada
2023-01-09 15:07:38,entrada
2023-01-09 15:46:25,entrada
2023-01-09 15:56:36,entrada
2023-01-09 15:33:06,entrada
2023-01-09 15:39:27,entrada
2023-01-09 15:38:38,entrada
2023-01-09 15:27:13,entrada
2023-01-09 15:52:49,entrada
2023-01-09 15:37:03,entrada
2023-01-09 15:41:17,entrada
2023-01-09 15:43:47,entrada
2023-01-09 15:24:06,entrada
2023-01-09 16:28:58,entrada
2023-01-09 16:29:01,entrada
2023-01-09 16:08:46,entrada
2023-01-09 16:01:28,entrada
2023-01-09 16:32:09,entrada
2023-01-09 16:33:43,entrada
2023-01-09 16:54:07,entrada
2023-01-09 16:36:53,entrada
2023-01-09 16:59:32,entrada
2023-01-09 16:46:05,entrada
2023-01-09 16:43:39,entrada
2023-01-09 16:44:18,entrada
2023-01-09 16:31:26,entrada
2023-01-09 16:00:42,entrada
2023-01-09 16:51:32,entrada
2023-01-09 16:39:31,entrada
2023-01-09 16:04:16,entrada
2023-01-09 17:33:31,entrada
2023-01-09 17:14:43,entrada
2023-01-09 17:16:32,entrada
2023-01-09 17:46:45,entrada
2023-01-09 17:51:53,entrada
2023-01-09 17:15:28,entrada
2023-01-09 17:08:32,entrada
2023-01-09 17:59:48,entrada
2023-01-09 17:28:12,entrada
2023-01-09 17:20:57,entrada
2023-01-09 17:20:04,entrada
2023-01-09 17:09:05,entrada
2023-01-09 17:55:50,entrada
2023-01-09 17:56:12,entrada
2023-01-09 17:00:19,entrada
2023-01-09 17:56:46,entrada
2023-01-09 17:45:07,entrada
2023-01-09 17:09:08,entrada
2023-01-09 17:48:40,entrada
2023-01-09 17:02:10,entrada
2023-01-09 17:11:09,entrada
2023-01-09 17:24:48,entrada
2023-01-09 17:48:24,entrada
2023-01-09 17:10:53,entrada
2023-01-09 17:35:38,entrada
2023-01-09 18:39:14,entrada
2023-01-09 18:32:19,entrada
2023-01-09 18:41:11,entrada
2023-01-09 18:36:08,entrada
2023-01-09 18:22:07,entrada
2023-01-09 18:31:47,entrada
2023-01-09 18:13:26,entrada
2023-01-09 18:24:12,entrada
2023-01-09 18:54:20,entrada
2023-01-09 18:44:30,entrada
2023-01-09 18:36:47,entrada
2023-01-09 18:57:42,entrada
2023-01-09 18:53:04,entrada
2023-01-09 18:12:27,entrada
2023-01-09 18:42:24,entrada
2023-01-09 18:50:34,entrada
2023-01-09 18:46:38,entrada
2023-01-09 18:06:37,entrada
2023-01-09 18:31:02,entrada
2023-01-09 18:44:38,entrada
2023-01-09 18:36:54,entrada
2023-01-09 18:49:21,entrada
2023-01-09 18:07:16,entrada
2023-01-09 18:51:26,entrada
2023-01-09 18:32:45,entrada
2023-01-09 18:16:41,entrada
2023-01-09 18:11:47,entrada
2023-01-09 18:45:26,entrada
2023-01-09 18:47:07,entrada
2023-01-09 18:22:59,entrada
2023-01-09 19:36:49,entrada
2023-01-09 19:33:10,entrada
2023-01-09 19:53:39,entrada
2023-01-09 19:32:30,entrada
2023-01-09 19:58:53,entrada
2023-01-09 19:43:33,entrada
2023-01-09 19:49:06,entrada
2023-01-09 19:57:48,entrada
2023-01-09 19:53:22,entrada
2023-01-09 19:45:55,entrada
2023-01-09 19:06:53,entrada
2023-01-09 19:24:02,entrada
2023-01-09 19:58:37,entrada
2023-01-09 19:19:33,entrada
2023-01-09 19:48:43,entrada
2023-01-09 19:43:29,entrada
2023-01-09 19:16:58,entrada
2023-01-09 19:09:34,entrada
2023-01-09 19:19:17,entrada
2023-01-09 19:44:43,entrada
2023-01-09 19:26:58,entrada
2023-01-09 19:58:48,entrada
2023-01-09 19:35:22,entrada
2023-01-09 19:31:09,entrada
2023-01-09 19:10:37,entrada
2023-01-09 19:05:58,entrada
2023-01-09 19:40:46,entrada
2023-01-09 20:15:32,entrada
2023-01-09 20:11:33,entrada
2023-01-09 20:06:10,entrada
2023-01-09 20:30:28,entrada
2023-01-09 20:12:30,entrada
2023-01-09 20:01:38,entrada
2023-01-09 20:14:56,entrada
2023-01-09 20:10:33,entrada
2023-01-09 20:38:03,entrada
2023-01-09 20:10:28,entrada
2023-01-09 20:01:15,entrada
2023-01-09 20:38:12,entrada
2023-01-09 20:36:16,entrada
2023-01-09 20:20:43,entrada
2023-01-09 20:59:18,entrada
2023-01-09 20:06:37,entrada
2023-01-09 20:07:12,entrada
2023-01-09 20:36:01,entrada
2023-01-09 20:40:10,entrada
2023-01-09 20:23:05,entrada
2023-01-09 20:25:06,entrada
2023-01-09 20:56:38,entrada
2023-01-09 20:18:05,entrada
2023-01-09 20:42:28,entrada
2023-01-09 20:42:38,entrada
2023-01-09 20:01:18,entrada
2023-01-09 20:03:57,entrada
2023-01-09 20:05:48,entrada
2023-01-09 21:59:09,entrada
2023-01-09 21:17:21,entrada
2023-01-09 21:45:48,entrada
2023-01-09 21:26:12,entrada
2023-01-09 21:32:04,entrada
2023-01-09 21:25:12,entrada
2023-01-09 21:26:56,entrada
2023-01-09 21:13:23,entrada
2023-01-09 21:02:46,entrada
2023-01-09 21:50:48,entrada
2023-01-09 21:29:34,entrada
2023-01-09 21:47:13,entrada
2023-01-09 21:11:27,entrada
2023-01-09 21:43:28,entrada
2023-01-09 21:42:16,entrada
2023-01-09 21:39:48,entrada
2023-01-09 21:20:56,entrada
2023-01-09 21:22:19,entrada
2023-01-09 21:10:56,entrada
2023-01-09 21:56:33,entrada
2023-01-09 21:09:09,entrada
2023-01-09 21:42:59,entrada
2023-01-09 21:05:35,entrada
2023-01-09 21:23:11,entrada
2023-01-09 21:42:54,entrada
2023-01-09 21:22:26,entrada
2023-01-09 21:57:56,entrada
2023-01-09 21:44:36,entrada
2023-01-09 21:05:00,entrada
2023-01-09 21:05:49,entrada
2023-01-09 21:21:40,entrada
2023-01-09 21:23:24,entrada
2023-01-09 21:14:25,entrada
2023-01-09 21:07:50,entrada
2023-01-09 21:23:47,entrada
2023-01-10 10:01:20,entrada
2023-01-10 10:19:22,entrada
2023-01-10 10:20:23,entrada
2023-01-10 10:03:11,entrada
2023-01-10 10:21:19,entrada
2023-01-10 10:17:00,entrada
2023-01-10 10:29:32,entrada
2023-01-10 10:23:13,entrada
2023-01-10 10:35:04,entrada
2023-01-10 10:10:23,entrada
2023-01-10 10:59:30,entrada
2023-01-10 10:54:12,entrada
2023-01-10 10:15:23,entrada
2023-01-10 10:12:23,entrada
2023-01-10 10:53:25,entrada
2023-01-10 10:01:15,entrada
2023-01-10 10:37:45,entrada
2023-01-10 10:00:48,entrada
2023-01-10 10:10:50,entrada
2023-01-10 10:34:42,entrada
2023-01-10 10:28:36,entrada
2023-01-10 10:16:57,entrada
2023-01-10 10:53:38,entrada
2023-01-10 10:41:27,entrada
2023-01-10 10:28:42,entrada
2023-01-10 10:02:51,entrada
2023-01-10 11:25:21,entrada
2023-01-10 11:07:32,entrada
2023-01-10 11:01:29,entrada
2023-01-10 11:46:19,entrada
2023-01-10 11:59:17,entrada
2023-01-10 11:42:56,entrada
2023-01-10 11:09:23,entrada
2023-01-10 11:55:03,entrada
2023-01-10 11:36:03,entrada
2023-01-10 11:12:24,entrada
2023-01-10 11:12:17,entrada
2023-01-10 11:58:23,entrada
2023-01-10 11:01:47,entrada
2023-01-10 11:32:57,entrada
2023-01-10 11:18:08,entrada
2023-01-10 11:27:34,entrada
2023-01-10 11:56:38,entrada
2023-01-10 11:09:00,entrada
2023-01-10 11:41:20,entrada
2023-01-10 11:08:59,entrada
2023-01-10 11:46:14,entrada
2023-01-10 11:34:56,entrada
2023-01-10 11:04:40,entrada
2023-01-10 11:57:21,entrada
2023-01-10 12:14:03,entrada
2023-01-10 12:59:19,entrada
2023-01-10 12:09:22,entrada
2023-01-10 12:40:33,entrada
2023-01-10 12:59:45,entrada
2023-01-10 12:47:32,entrada
2023-01-10 12:33:38,entrada
2023-01-10 12:09:53,entrada
2023-01-10 12:19:00,entrada
2023-01-10 12:12:00,entrada
2023-01-10 12:04:15,entrada
2023-01-10 12:14:48,entrada
2023-01-10 12:27:30,entrada
2023-01-10 12:22:47,entrada
2023-01-10 12:44:42,entrada
2023-01-10 12:16:48,entrada
2023-01-10 12:33:12,entrada
2023-01-10 12:13:10,entrada
2023-01-10 12:27:41,entrada
2023-01-10 12:31:34,entrada
2023-01-10 12:58:30,entrada
2023-01-10 12:16:46,entrada
2023-01-10 12:08:09,entrada
2023-01-10 12:07:20,entrada
2023-01-10 13:17:56,entrada
2023-01-10 13:49:09,entrada
2023-01-10 13:33:25,entrada
2023-01-10 13:29:08,entrada
2023-01-10 13:45:50,entrada
2023-01-10 13:30:41,entrada
2023-01-10 13:54:03,entrada
2023-01-10 13:05:13,entrada
2023-01-10 13:03:25,entrada
2023-01-10 13:46:47,entrada
2023-01-10 13:38:16,entrada
2023-01-10 13:18:50,entrada
2023-01-10 13:48:05,entrada
